2010 (83rd),Visual Effects,Harry Potter and the Deathly Hallows Part 1,NO
2010 (83rd),Visual Effects,Hereafter,NO
2010 (83rd),Visual Effects,Inception,YES
2010 (83rd),Visual Effects,Iron Man 2,NO
2010 (83rd),Writing,127 Hours,NO
2010 (83rd),Writing,The Social Network,YES
2010 (83rd),Writing,Toy Story 3,NO
2010 (83rd),Writing,True Grit,NO
2010 (83rd),Writing,Winter's Bone,NO
2010 (83rd),Writing,Another Year,NO
2010 (83rd),Writing,The Fighter,NO
2010 (83rd),Writing,Inception,NO
2010 (83rd),Writing,The Kids Are All Right,NO
2010 (83rd),Writing,The King's Speech,YES
2010 (83rd),Honorary Award,To Kevin Brownlow for the wise and devoted chronicling of the cinematic parade.,YES
2010 (83rd),Honorary Award,To Jean-Luc Godard for passion. For confrontation. For a new kind of cinema.,YES
2010 (83rd),Honorary Award,To Eli Wallach for a lifetime's worth of indelible screen characters.,YES
2010 (83rd),Irving G. Thalberg Memorial Award,Francis Ford Coppola,YES
2010 (83rd),Scientific and Technical (Scientific and Engineering Award),"To DR. MARK SAGAR for his early and continuing development of influential facial motion retargeting solutions. Dr. Sagar's work led to a method for transforming facial motion capture data into an expression-based, editable character animation system that has been used in motion pictures with a high volume of digital characters. [Digital Imaging Technology]",YES
2010 (83rd),Scientific and Technical (Scientific and Engineering Award),"To MARK NOEL for the design, engineering, and development, and to JOHN FRAZIER for his contributions to the design and safety features, of the NAC Servo Winch System. The NAC System allows full-size cars, aircraft and other heavy props to be flown on wires with unprecedented freedom of motion and a high degree of safety, on-set and in real time. The intuitive control system responds to the motion of the operator's hand, permitting the recording and playback of all axes of motion simultaneously, which may be edited and refined for playback in subsequent takes. [Stage Operations]",YES
2010 (83rd),Scientific and Technical (Scientific and Engineering Award),"To JAMES RODNUNSKY, ALEX MacDONALD and MARK CHAPMAN for the development of the Cablecam 3-D volumetric suspended cable camera technologies. The evolution of the Cablecam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",YES
2010 (83rd),Scientific and Technical (Scientific and Engineering Award),"To TIM DRNEC, BEN BRITTEN SMITH and MATT DAVIS for the development of the Spydercam 3-D volumetric suspended cable camera technologies. The evolution of the Spydercam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space. [Camera Cranes]",YES
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To GREG ERCOLANO for the design and engineering of a series of software systems culminating in the Rush render queue management system. Mr. Ercolano's work has been influential across the industry, and has enabled scalable render farms at numerous studios. [Digital Imaging Technology]",YES
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To DAVID M. LAUR for the development of the Alfred render queue management system. This system was the first robust, scalable, widely adopted commercial solution for queue management in the motion picture industry. Its user interface and support for multi-machine assignment influenced the design of modern day queue management tools. [Digital Imaging Technology]",YES
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To CHRIS ALLEN, GAUTHAM KRISHNAMURTI, MARK A. BROWN and LANCE KIMES for the development of Queue, a robust, scalable approach to render queue management. Queue was one of the first systems that allowed for statistical analysis and process introspection, providing a framework for the efficient use of render farms. [Digital Imaging Technology]",YES
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To FLORIAN KAINZ for the design and development of the robust, highly scalable distributed architecture of the ObaQ render queue management system. ObaQ has scaled from managing a few hundred processors in 1997 to many thousands today, with minimal changes to the original design. [Digital Imaging Technology]",YES
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To ERIC TABELLION and ARNAULD LAMORLETTE for the creation of a computer graphics bounce lighting methodology that is practical at feature film scale. This important step in the evolution of global illumination techniques, first used on the motion picture Shrek 2",NO
2010 (83rd),Scientific and Technical (Technical Achievement Award),"To TONY CLARK, ALAN ROGERS, NEIL WILSON and RORY McGREGOR for the software design and continued development of cineSync, a tool for remote collaboration and review of visual effects. Easy to use, cineSync has become a widely accepted solution for remote production collaboration. [Systems]",YES
2010 (83rd),Scientific and Technical (Bonner Medal),To Denny Clairmont in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,YES
2009 (82nd),Actor -- Leading Role,Jeff Bridges,YES
2009 (82nd),Actor -- Leading Role,George Clooney,NO
2009 (82nd),Actor -- Leading Role,Colin Firth,NO
2009 (82nd),Actor -- Leading Role,Morgan Freeman,NO
2009 (82nd),Actor -- Leading Role,Jeremy Renner,NO
2009 (82nd),Actor -- Supporting Role,Matt Damon,NO
2009 (82nd),Actor -- Supporting Role,Woody Harrelson,NO
2009 (82nd),Actor -- Supporting Role,Christopher Plummer,NO
2009 (82nd),Actor -- Supporting Role,Stanley Tucci,NO
2009 (82nd),Actor -- Supporting Role,Christoph Waltz,YES
2009 (82nd),Actress -- Leading Role,Sandra Bullock,YES
2009 (82nd),Actress -- Leading Role,Helen Mirren,NO
2009 (82nd),Actress -- Leading Role,Carey Mulligan,NO
2009 (82nd),Actress -- Leading Role,Gabourey Sidibe,NO
2009 (82nd),Actress -- Leading Role,Meryl Streep,NO
2009 (82nd),Actress -- Supporting Role,Penélope Cruz,NO
2009 (82nd),Actress -- Supporting Role,Vera Farmiga,NO
2009 (82nd),Actress -- Supporting Role,Maggie Gyllenhaal,NO
2009 (82nd),Actress -- Supporting Role,Anna Kendrick,NO
2009 (82nd),Actress -- Supporting Role,Mo'Nique,YES
2009 (82nd),Animated Feature Film,Coraline,NO
2009 (82nd),Animated Feature Film,Fantastic Mr. Fox,NO
2009 (82nd),Animated Feature Film,The Princess and the Frog,NO
2009 (82nd),Animated Feature Film,The Secret of Kells,NO
2009 (82nd),Animated Feature Film,Up,YES
2009 (82nd),Art Direction,Avatar,YES
2009 (82nd),Art Direction,The Imaginarium of Doctor Parnassus,NO
2009 (82nd),Art Direction,Nine,NO
2009 (82nd),Art Direction,Sherlock Holmes,NO
2009 (82nd),Art Direction,The Young Victoria,NO
2009 (82nd),Cinematography,Avatar,YES
2009 (82nd),Cinematography,Harry Potter and the Half-Blood Prince,NO
2009 (82nd),Cinematography,The Hurt Locker,NO
2009 (82nd),Cinematography,Inglourious Basterds,NO
2009 (82nd),Cinematography,The White Ribbon,NO
2009 (82nd),Costume Design,Bright Star,NO
2009 (82nd),Costume Design,Coco before Chanel,NO
2009 (82nd),Costume Design,The Imaginarium of Doctor Parnassus,NO
2009 (82nd),Costume Design,Nine,NO
2009 (82nd),Costume Design,The Young Victoria,YES
2009 (82nd),Directing,Avatar,NO
2009 (82nd),Directing,The Hurt Locker,YES
2009 (82nd),Directing,Inglourious Basterds,NO
2009 (82nd),Directing,Precious: Based on the Novel 'Push' by Sapphire,NO
2009 (82nd),Directing,Up in the Air,NO
2009 (82nd),Documentary (Feature),Burma VJ,NO
2009 (82nd),Documentary (Feature),The Cove,YES
2009 (82nd),Documentary (Feature),"Food, Inc.",NO
2009 (82nd),Documentary (Feature),The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,NO
2009 (82nd),Documentary (Feature),Which Way Home,NO
2009 (82nd),Documentary (Short Subject),China's Unnatural Disaster: The Tears of Sichuan Province,NO
2009 (82nd),Documentary (Short Subject),The Last Campaign of Governor Booth Gardner,NO
2009 (82nd),Documentary (Short Subject),The Last Truck: Closing of a GM Plant,NO
2009 (82nd),Documentary (Short Subject),Music by Prudence,YES
2009 (82nd),Documentary (Short Subject),Rabbit à la Berlin,NO
2009 (82nd),Film Editing,Avatar,NO
2009 (82nd),Film Editing,District 9,NO
2009 (82nd),Film Editing,The Hurt Locker,YES
2009 (82nd),Film Editing,Inglourious Basterds,NO
2009 (82nd),Film Editing,Precious: Based on the Novel 'Push' by Sapphire,NO
2009 (82nd),Foreign Language Film,Ajami,NO
2009 (82nd),Foreign Language Film,The Milk of Sorrow,NO
2009 (82nd),Foreign Language Film,A Prophet,NO
2009 (82nd),Foreign Language Film,The Secret in Their Eyes,YES
2009 (82nd),Foreign Language Film,The White Ribbon,NO
2009 (82nd),Makeup,Il Divo,NO
2009 (82nd),Makeup,Star Trek,YES
2009 (82nd),Makeup,The Young Victoria,NO
2009 (82nd),Music (Scoring),Avatar,NO
2009 (82nd),Music (Scoring),Fantastic Mr. Fox,NO
2009 (82nd),Music (Scoring),The Hurt Locker,NO
2009 (82nd),Music (Scoring),Sherlock Holmes,NO
2009 (82nd),Music (Scoring),Up,YES
2009 (82nd),Music (Song),The Princess and the Frog,NO
2009 (82nd),Music (Song),The Princess and the Frog,NO
2009 (82nd),Music (Song),Paris 36,NO
2009 (82nd),Music (Song),Nine,NO
2009 (82nd),Music (Song),Crazy Heart,YES
2009 (82nd),Best Picture,Avatar,NO
2009 (82nd),Best Picture,The Blind Side,NO
2009 (82nd),Best Picture,District 9,NO
2009 (82nd),Best Picture,An Education,NO
2009 (82nd),Best Picture,The Hurt Locker,YES
2009 (82nd),Best Picture,Inglourious Basterds,NO
2009 (82nd),Best Picture,Precious: Based on the Novel 'Push' by Sapphire,NO
2009 (82nd),Best Picture,A Serious Man,NO
2009 (82nd),Best Picture,Up,NO
2009 (82nd),Best Picture,Up in the Air,NO
2009 (82nd),Short Film (Animated),French Roast,NO
2009 (82nd),Short Film (Animated),Granny O'Grimm's Sleeping Beauty,NO
2009 (82nd),Short Film (Animated),The Lady and the Reaper (La Dama y la Muerte),NO
2009 (82nd),Short Film (Animated),Logorama,YES
2009 (82nd),Short Film (Animated),A Matter of Loaf and Death,NO
2009 (82nd),Short Film (Live Action),The Door,NO
2009 (82nd),Short Film (Live Action),Instead of Abracadabra,NO
2009 (82nd),Short Film (Live Action),Kavi,NO
2009 (82nd),Short Film (Live Action),Miracle Fish,NO
2009 (82nd),Short Film (Live Action),The New Tenants,YES
2009 (82nd),Sound,Avatar,NO
2009 (82nd),Sound,The Hurt Locker,YES
2009 (82nd),Sound,Inglourious Basterds,NO
2009 (82nd),Sound,Star Trek,NO
2009 (82nd),Sound,Transformers: Revenge of the Fallen,NO
2009 (82nd),Sound Editing,Avatar,NO
2009 (82nd),Sound Editing,The Hurt Locker,YES
2009 (82nd),Sound Editing,Inglourious Basterds,NO
2009 (82nd),Sound Editing,Star Trek,NO
2009 (82nd),Sound Editing,Up,NO
2009 (82nd),Visual Effects,Avatar,YES
2009 (82nd),Visual Effects,District 9,NO
2009 (82nd),Visual Effects,Star Trek,NO
2009 (82nd),Writing,District 9,NO
2009 (82nd),Writing,An Education,NO
2009 (82nd),Writing,In the Loop,NO
2009 (82nd),Writing,Precious: Based on the Novel 'Push' by Sapphire,YES
2009 (82nd),Writing,Up in the Air,NO
2009 (82nd),Writing,The Hurt Locker,YES
2009 (82nd),Writing,Inglourious Basterds,NO
2009 (82nd),Writing,The Messenger,NO
2009 (82nd),Writing,A Serious Man,NO
2009 (82nd),Writing,Up,NO
2009 (82nd),Honorary Award,To Lauren Bacall in recognition of her central place in the golden age of motion pictures.,YES
2009 (82nd),Honorary Award,To Roger Corman for his rich engendering of films and filmmakers.,YES
2009 (82nd),Honorary Award,"To Gordon Willis for unsurpassed mastery of light, shadow, color and motion.",YES
2009 (82nd),Irving G. Thalberg Memorial Award,John Calley,YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To PER CHRISTENSEN, MICHAEL BUNNELL and CHRISTOPHE HERY for the development of point-based rendering for indirect illumination and ambient occlusion. Much faster than previous ray-traced methods, this computer graphics technique has enabled color bleeding effects and realistic shadows for complex scenes in motion pictures. [Digital Imaging Technology]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To DR. RICHARD KIRK for the overall design and development of the Truelight real-time 3D look-up table hardware device and color management software. Through the use of color management software and hardware, this complete system enables accurate color presentation in the digital intermediate preview process. The Truelight system is widely utilized in digital intermediate production environments around the world. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To VOLKER MASSMANN, MARKUS HASENZAHL, DR. KLAUS ANDERLE and ANDREAS LOEW for the development of the Spirit 4K/2K film scanning system as used in the digital intermediate process for motion pictures. The Spirit 4K/2K has distinguished itself by incorporating a continuous-motion transport mechanism enabling full-range, high-resolution scanning at much higher frame rates than non-continuous transport scanners. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To MICHAEL CIESLINSKI, DR. REIMAR LENZ and BERND BRAUNER for the development of the ARRISCAN film scanner, enabling high-resolution, high-dynamic range, pin-registered film scanning for use in the digital intermediate process. The ARRISCAN film scanner utilizes a specially designed CMOS array sensor mounted on a micro-positioning platform and a custom LED light source. Capture of the film's full dynamic range at various scan resolutions is implemented through sub-pixel offsets of the sensor along with multiple exposures of each frame. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To WOLFGANG LEMPP, THEO BROWN, TONY SEDIVY and DR. JOHN QUARTEL for the development of the Northlight film scanner, which enables high-resolution, pin-registered scanning in the motion picture digital intermediate process. Developed for the digital intermediate and motion picture visual effects markets, the Northlight scanner was designed with a 6K CCD sensor, making it unique in its ability to produce high-resolution scans of 35mm, 8-perf film frames. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To STEVE CHAPMAN, MARTIN TLASKAL, DARRIN SMART and DR. JAMES LOGIE for their contributions to the development of the Baselight color correction system, which enables real-time digital manipulation of motion picture imagery during the digital intermediate process. Baselight was one of the first digital color correction systems to enter the digital intermediate market and has seen wide acceptance in the motion picture industry. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To MARK JASZBERENYI, GYULA PRISKIN and TAMAS PERLAKI for their contributions to the development of the Lustre color correction system, which enables real-time digital manipulation of motion picture imagery during the digital intermediate process. Lustre is a software solution that enables non-linear, real-time digital color grading across an entire feature film, emulating the photochemical color-timing process. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To BRAD WALKER, D. SCOTT DEWALD, BILL WERNER and GREG PETTITT for their contributions furthering the design and refinement of the Texas Instruments DLP Projector technology, achieving a level of performance that enabled color-accurate digital intermediate previews of motion pictures. Working in conjunction with the film industry, Texas Instruments created a high-resolution, color-accurate, high-quality digital intermediate projection system that could closely emulate film-based projection in a theatrical environment. [Projection]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To FUJIFILM CORPORATION, RYOJI NISHIMURA, MASAAKI MIKI and YOUICHI HOSOYA for the design and development of Fujicolor ETERNA-RDI digital intermediate film, which was designed exclusively to reproduce motion picture digital masters. The Fujicolor ETERNA-RDI Type 8511/4511 digital intermediate film has thinner emulsion layers with extremely efficient couplers made possible by Super-Nano Cubic Grain Technology. This invention allows improved color sensitivity with the ability to absorb scattered light, providing extremely sharp images. The ETERNA-RDI emulsion technology also achieves less color cross-talk for exacting reproduction. Its expanded latitude and linearity provides superior highlights and shadows in a film stock with exceptional latent image stability. [Film]",YES
2009 (82nd),Scientific and Technical (Scientific and Engineering Award),"To PAUL DEBEVEC, TIM HAWKINS, JOHN MONOS and DR. MARK SAGAR for the design and engineering of the Light Stage capture devices and the image-based facial rendering system developed for character relighting in motion pictures. The combination of these systems, with their ability to capture high fidelity reflectance data of human subjects, allows for the creation of photorealistic digital faces as they would appear in any lighting condition. [Digital Imaging Technology]",YES
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To MARK WOLFORTH and TONY SEDIVY for their contributions to the development of the Truelight real-time 3D look-up table hardware system. Through the use of color management software and hardware, this complete system enables accurate color presentation in the digital intermediate preview process. The Truelight system is widely utilized in digital intermediate production environments around the world. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To DR. KLAUS ANDERLE, CHRISTIAN BAEKER and FRANK BILLASCH for their contributions to the LUTher 3D look-up table hardware device and color management software. The LUTher system was one of the first color look-up table processors to be widely adopted by the pioneering digital intermediate facilities in the industry. This innovation enabled accurate color presentation by facilities that had analyzed projected film output and built 3D look-up tables in order to emulate print film. [Laboratory]",YES
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To STEVE SULLIVAN, KEVIN WOOLEY, BRETT ALLEN and COLIN DAVIDSON for the development of the Imocap on-set performance capture system. Developed at Industrial Light & Magic and consisting of custom hardware and software, Imocap is an innovative system that successfully addresses the need for on-set, low-impact performance capture. [Digital Imaging Technology]",YES
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To HAYDEN LANDIS, KEN McGAUGH and HILMAR KOCH for advancing the technique of ambient occlusion rendering. Ambient occlusion has enabled a new level of realism in synthesized imagery and has become a standard tool for computer graphics lighting in motion pictures. [Digital Imaging Technology]",YES
2009 (82nd),Scientific and Technical (Technical Achievement Award),"To BJÖRN HEDÉN for the design and mechanical engineering of the silent, two-stage planetary friction drive Hedén Lens Motors. Solving a series of problems with one integrated mechanism, this device had an immediate and significant impact on the motion picture industry. [Photography]",YES
2008 (81st),Actor -- Leading Role,Richard Jenkins,NO
2008 (81st),Actor -- Leading Role,Frank Langella,NO
2008 (81st),Actor -- Leading Role,Sean Penn,YES
2008 (81st),Actor -- Leading Role,Brad Pitt,NO
2008 (81st),Actor -- Leading Role,Mickey Rourke,NO
2008 (81st),Actor -- Supporting Role,Josh Brolin,NO
2008 (81st),Actor -- Supporting Role,Robert Downey Jr.,NO
2008 (81st),Actor -- Supporting Role,Philip Seymour Hoffman,NO
2008 (81st),Actor -- Supporting Role,Heath Ledger,YES
2008 (81st),Actor -- Supporting Role,Michael Shannon,NO
2008 (81st),Actress -- Leading Role,Anne Hathaway,NO
2008 (81st),Actress -- Leading Role,Angelina Jolie,NO
2008 (81st),Actress -- Leading Role,Melissa Leo,NO
2008 (81st),Actress -- Leading Role,Meryl Streep,NO
2008 (81st),Actress -- Leading Role,Kate Winslet,YES
2008 (81st),Actress -- Supporting Role,Amy Adams,NO
2008 (81st),Actress -- Supporting Role,Penélope Cruz,YES
2008 (81st),Actress -- Supporting Role,Viola Davis,NO
2008 (81st),Actress -- Supporting Role,Taraji P. Henson,NO
2008 (81st),Actress -- Supporting Role,Marisa Tomei,NO
2008 (81st),Animated Feature Film,Bolt,NO
2008 (81st),Animated Feature Film,Kung Fu Panda,NO
2008 (81st),Animated Feature Film,WALL-E,YES
2008 (81st),Art Direction,Changeling,NO
2008 (81st),Art Direction,The Curious Case of Benjamin Button,YES
2008 (81st),Art Direction,The Dark Knight,NO
2008 (81st),Art Direction,The Duchess,NO
2008 (81st),Art Direction,Revolutionary Road,NO
2008 (81st),Cinematography,Changeling,NO
2008 (81st),Cinematography,The Curious Case of Benjamin Button,NO
2008 (81st),Cinematography,The Dark Knight,NO
2008 (81st),Cinematography,The Reader,NO
2008 (81st),Cinematography,Slumdog Millionaire,YES
2008 (81st),Costume Design,Australia,NO
2008 (81st),Costume Design,The Curious Case of Benjamin Button,NO
2008 (81st),Costume Design,The Duchess,YES
2008 (81st),Costume Design,Milk,NO
2008 (81st),Costume Design,Revolutionary Road,NO
2008 (81st),Directing,The Curious Case of Benjamin Button,NO
2008 (81st),Directing,Frost/Nixon,NO
2008 (81st),Directing,Milk,NO
2008 (81st),Directing,The Reader,NO
2008 (81st),Directing,Slumdog Millionaire,YES
2008 (81st),Documentary (Feature),The Betrayal (Nerakhoon),NO
2008 (81st),Documentary (Feature),Encounters at the End of the World,NO
2008 (81st),Documentary (Feature),The Garden,NO
2008 (81st),Documentary (Feature),Man on Wire,YES
2008 (81st),Documentary (Feature),Trouble the Water,NO
2008 (81st),Documentary (Short Subject),The Conscience of Nhem En,NO
2008 (81st),Documentary (Short Subject),The Final Inch,NO
2008 (81st),Documentary (Short Subject),Smile Pinki,YES
2008 (81st),Documentary (Short Subject),The Witness - From the Balcony of Room 306,NO
2008 (81st),Film Editing,The Curious Case of Benjamin Button,NO
2008 (81st),Film Editing,The Dark Knight,NO
2008 (81st),Film Editing,Frost/Nixon,NO
2008 (81st),Film Editing,Milk,NO
2008 (81st),Film Editing,Slumdog Millionaire,YES
2008 (81st),Foreign Language Film,The Baader Meinhof Complex,NO
2008 (81st),Foreign Language Film,The Class,NO
2008 (81st),Foreign Language Film,Departures,YES
2008 (81st),Foreign Language Film,Revanche,NO
2008 (81st),Foreign Language Film,Waltz with Bashir,NO
2008 (81st),Makeup,The Curious Case of Benjamin Button,YES
2008 (81st),Makeup,The Dark Knight,NO
2008 (81st),Makeup,Hellboy II: The Golden Army,NO
2008 (81st),Music (Scoring),The Curious Case of Benjamin Button,NO
2008 (81st),Music (Scoring),Defiance,NO
2008 (81st),Music (Scoring),Milk,NO
2008 (81st),Music (Scoring),Slumdog Millionaire,YES
2008 (81st),Music (Scoring),WALL-E,NO
2008 (81st),Music (Song),WALL-E,NO
2008 (81st),Music (Song),Slumdog Millionaire,YES
2008 (81st),Music (Song),Slumdog Millionaire,NO
2008 (81st),Best Picture,The Curious Case of Benjamin Button,NO
2008 (81st),Best Picture,Frost/Nixon,NO
2008 (81st),Best Picture,Milk,NO
2008 (81st),Best Picture,The Reader,NO
2008 (81st),Best Picture,Slumdog Millionaire,YES
2008 (81st),Short Film (Animated),La Maison en Petits Cubes,YES
2008 (81st),Short Film (Animated),Lavatory - Lovestory,NO
2008 (81st),Short Film (Animated),Oktapodi,NO
2008 (81st),Short Film (Animated),Presto,NO
2008 (81st),Short Film (Animated),This Way Up,NO
2008 (81st),Short Film (Live Action),Auf der Strecke (On the Line),NO
2008 (81st),Short Film (Live Action),Manon on the Asphalt,NO
2008 (81st),Short Film (Live Action),New Boy,NO
2008 (81st),Short Film (Live Action),The Pig,NO
2008 (81st),Short Film (Live Action),Spielzeugland (Toyland),YES
2008 (81st),Sound,The Curious Case of Benjamin Button,NO
2008 (81st),Sound,The Dark Knight,NO
2008 (81st),Sound,Slumdog Millionaire,YES
2008 (81st),Sound,WALL-E,NO
2008 (81st),Sound,Wanted,NO
2008 (81st),Sound Editing,The Dark Knight,YES
2008 (81st),Sound Editing,Iron Man,NO
2008 (81st),Sound Editing,Slumdog Millionaire,NO
2008 (81st),Sound Editing,WALL-E,NO
2008 (81st),Sound Editing,Wanted,NO
2008 (81st),Visual Effects,The Curious Case of Benjamin Button,YES
2008 (81st),Visual Effects,The Dark Knight,NO
2008 (81st),Visual Effects,Iron Man,NO
2008 (81st),Writing,The Curious Case of Benjamin Button,NO
2008 (81st),Writing,Doubt,NO
2008 (81st),Writing,Frost/Nixon,NO
2008 (81st),Writing,The Reader,NO
